"Code";"Name";"total;total;2021;[person]";"total;tertiary;2021;[person]";"total;lower secondary;2021;[person]";"total;primary completed;2021;[person]";
3020014;"Chocz - urban area (4)";1469;218;42;173;
3020015;"Chocz - rural area (5)";2428;308;77;401;
3020022;"Czermin (2)";4061;518;138;554;
3020033;"Dobrzyca (3)";6640;742;226;939;
3020034;"Dobrzyca - urban area (4)";2561;403;79;294;
3020035;"Dobrzyca - rural area (5)";4079;339;147;645;
3020042;"Gizałki (2)";3829;467;174;719;
3020052;"Gołuchów (2)";9415;1853;299;1139;
3020063;"Pleszew (3)";25216;4834;713;2641;
3020064;"Pleszew - urban area (4)";14831;3133;400;1382;
3020065;"Pleszew - rural area (5)";10385;1701;313;1259;
3021000;"Powiat poznański";354878;114516;10608;29625;
3021011;"Luboń (1)";28046;8140;838;2169;
3021021;"Puszczykowo (1)";8305;3071;210;564;
3021033;"Buk (3)";10710;2003;329;1046;
3021034;"Buk - urban area (4)";4960;926;150;458;
3021035;"Buk - rural area (5)";5750;1077;179;588;
3021042;"Czerwonak (2)";23618;6695;685;2027;
3021052;"Dopiewo (2)";25686;11257;740;1736;
3021062;"Kleszczewo (2)";8303;3022;276;779;
3021072;"Komorniki (2)";27652;11504;745;1810;
3021083;"Kostrzyn (3)";16147;3436;530;1874;
3021084;"Kostrzyn - urban area (4)";8367;1755;255;873;
3021085;"Kostrzyn - rural area (5)";7780;1681;275;1001;
3021093;"Kórnik (3)";27043;9669;818;2203;
3021094;"Kórnik - urban area (4)";6922;2026;192;604;
3021095;"Kórnik - rural area (5)";20121;7643;626;1599;
3021103;"Mosina (3)";28796;7538;825;2528;
3021104;"Mosina - urban area (4)";12230;3177;318;962;
3021105;"Mosina - rural area (5)";16566;4361;507;1566;
3021113;"Murowana Goślina (3)";14391;3318;414;1421;
3021114;"Murowana Goślina - urban area (4)";8816;2207;234;703;
3021115;"Murowana Goślina - rural area (5)";5575;1111;180;718;
3021123;"Pobiedziska (3)";17643;4541;639;1928;
3021124;"Pobiedziska - urban area (4)";8229;2019;272;811;
3021125;"Pobiedziska - rural area (5)";9414;2522;367;1117;
3021132;"Rokietnica (2)";17720;6741;518;1341;
3021143;"Stęszew (3)";13078;2275;394;1486;
3021144;"Stęszew - urban area (4)";5089;1036;142;443;
3021145;"Stęszew - rural area (5)";7989;1239;252;1043;
3021152;"Suchy Las (2)";16486;6942;492;1084;
3021163;"Swarzędz (3)";45870;14675;1446;3587;
3021164;"Swarzędz - urban area (4)";25352;6785;785;2044;
3021165;"Swarzędz - rural area (5)";20518;7890;661;1543;
3021172;"Tarnowo Podgórne (2)";25384;9689;709;2042;
3022000;"Powiat rawicki";50612;7827;1521;5676;
3022013;"Bojanowo (3)";7206;930;272;1081;
3022014;"Bojanowo - urban area (4)";2475;449;74;260;
3022015;"Bojanowo - rural area (5)";4731;481;198;821;
3022023;"Jutrosin (3)";5793;681;147;627;
3022024;"Jutrosin - urban area (4)";1613;290;25;144;
3022025;"Jutrosin - rural area (5)";4180;391;122;483;
3022033;"Miejska Górka (3)";7702;877;244;996;
3022034;"Miejska Górka - urban area (4)";2736;441;70;257;
3022035;"Miejska Górka - rural area (5)";4966;436;174;739;
3022042;"Pakosław (2)";4005;476;102;455;
3022053;"Rawicz (3)";25906;4863;756;2517;
3022054;"Rawicz - urban area (4)";17580;3413;520;1623;
3022055;"Rawicz - rural area (5)";8326;1450;236;894;
3023000;"Powiat słupecki";49905;8411;1507;7555;
3023011;"Słupca (1)";11676;2667;295;1201;
3023022;"Lądek (2)";4737;734;119;696;
3023032;"Orchowo (2)";3103;382;113;586;
3023042;"Ostrowite (2)";4204;548;125;854;
3023052;"Powidz (2)";1940;332;68;294;
3023062;"Słupca (2)";8257;1185;288;1374;
3023072;"Strzałkowo (2)";8544;1446;317;1302;
3023083;"Zagórów (3)";7444;1117;182;1248;
3023084;"Zagórów - urban area (4)";2492;509;56;278;
3023085;"Zagórów - rural area (5)";4952;608;126;970;
3024000;"Powiat szamotulski";77684;13695;2705;9074;
3024011;"Obrzycko (1)";2008;295;80;262;
3024022;"Duszniki (2)";7833;1129;302;1103;
3024032;"Kaźmierz (2)";7534;1579;305;935;
3024042;"Obrzycko (2)";3697;427;155;536;
3024053;"Ostroróg (3)";4027;441;162;503;
3024054;"Ostroróg - urban area (4)";1624;227;65;161;
3024055;"Ostroróg - rural area (5)";2403;214;97;342;
3024063;"Pniewy (3)";10555;1541;346;1260;
3024064;"Pniewy - urban area (4)";6912;1207;202;667;
3024065;"Pniewy - rural area (5)";3643;334;144;593;
3024073;"Szamotuły (3)";25715;5291;848;2677;
3024074;"Szamotuły - urban area (4)";16257;3590;513;1492;
3024075;"Szamotuły - rural area (5)";9458;1701;335;1185;
3024083;"Wronki (3)";16315;2992;507;1798;
3024084;"Wronki - urban area (4)";9533;1889;276;955;
3024085;"Wronki - rural area (5)";6782;1103;231;843;
3025000;"Powiat średzki";49921;9804;1664;6463;
3025012;"Dominowo (2)";2664;402;118;399;
3025022;"Krzykosy (2)";5996;861;195;852;
3025032;"Nowe Miasto nad Wartą (2)";7381;970;230;1106;
3025043;"Środa Wielkopolska (3)";28072;6389;918;3366;
3025044;"Środa Wielkopolska - urban area (4)";20505;5130;629;2105;
3025045;"Środa Wielkopolska - rural area (5)";7567;1259;289;1261;
3025052;"Zaniemyśl (2)";5808;1182;203;740;
3026000;"Powiat śremski";51777;9402;1646;5909;
3026012;"Brodnica (2)";4018;536;146;561;
3026023;"Dolsk (3)";4830;675;183;687;
3026024;"Dolsk - urban area (4)";1368;274;58;138;
3026025;"Dolsk - rural area (5)";3462;401;125;549;
3026033;"Książ Wielkopolski (3)";6932;799;247;1028;
3026034;"Książ Wielkopolski - urban area (4)";2270;361;66;272;
3026035;"Książ Wielkopolski - rural area (5)";4662;438;181;756;
3026043;"Śrem (3)";35997;7392;1070;3633;
3026044;"Śrem - urban area (4)";24846;4994;720;2422;
3026045;"Śrem - rural area (5)";11151;2398;350;1211;
3027000;"Powiat turecki";70316;12769;2126;11115;
3027011;"Turek (1)";22384;5154;566;2589;
3027022;"Brudzew (2)";5060;678;177;1076;
3027033;"Dobra (3)";5159;674;157;927;
3027034;"Dobra - urban area (4)";1197;202;35;165;
3027035;"Dobra - rural area (5)";3962;472;122;762;
3027042;"Kawęczyn (2)";4241;567;142;822;
3027052;"Malanów (2)";5550;783;177;1076;
3027062;"Przykona (2)";3862;647;152;723;
3027073;"Tuliszków (3)";8687;1319;275;1477;
3027074;"Tuliszków - urban area (4)";2660;507;69;310;
3027075;"Tuliszków - rural area (5)";6027;812;206;1167;
3027082;"Turek (2)";8586;1770;272;1237;
3027092;"Władysławów (2)";6787;1177;208;1188;
3028000;"Powiat wągrowiecki";58634;8846;1889;8045;
3028011;"Wągrowiec (1)";22162;4390;620;2234;
3028022;"Damasławek (2)";4338;457;146;623;
3028033;"Gołańcz (3)";6636;674;242;1089;
3028034;"Gołańcz - urban area (4)";2743;352;78;319;
3028035;"Gołańcz - rural area (5)";3893;322;164;770;
3028042;"Mieścisko (2)";4878;530;174;841;
3028053;"Skoki (3)";8257;1271;289;1237;
3028054;"Skoki - urban area (4)";3837;688;112;418;
3028055;"Skoki - rural area (5)";4420;583;177;819;
3028062;"Wapno (2)";2392;240;88;387;
3028072;"Wągrowiec (2)";9971;1284;330;1634;
3029000;"Powiat wolsztyński";47966;7397;1498;5992;
3029012;"Przemęt (2)";11733;1347;383;1555;
3029022;"Siedlec (2)";10452;1262;377;1411;
3029033;"Wolsztyn (3)";25781;4788;738;3026;
3029034;"Wolsztyn - urban area (4)";10891;2326;294;1044;
3029035;"Wolsztyn - rural area (5)";14890;2462;444;1982;
3030000;"Powiat wrzesiński";66536;12824;1860;8493;
3030012;"Kołaczkowo (2)";4803;571;139;801;
3030023;"Miłosław (3)";8534;1136;254;1412;
3030024;"Miłosław - urban area (4)";2996;444;86;404;
3030025;"Miłosław - rural area (5)";5538;692;168;1008;
3030033;"Nekla (3)";6543;1295;213;843;
3030034;"Nekla - urban area (4)";3270;716;94;343;
3030035;"Nekla - rural area (5)";3273;579;119;500;
3030043;"Pyzdry (3)";5726;716;166;920;
3030044;"Pyzdry - urban area (4)";2624;418;75;315;
3030045;"Pyzdry - rural area (5)";3102;298;91;605;
3030053;"Września (3)";40930;9106;1088;4517;
3030054;"Września - urban area (4)";27396;6822;669;2458;
3030055;"Września - rural area (5)";13534;2284;419;2059;
3031000;"Powiat złotowski";58373;8950;2149;9116;
3031011;"Złotów (1)";16295;3385;464;1751;
3031023;"Jastrowie (3)";9463;1279;385;1510;
3031024;"Jastrowie - urban area (4)";7147;1063;277;1006;
3031025;"Jastrowie - rural area (5)";2316;216;108;504;
3031033;"Krajenka (3)";6313;1090;209;856;
3031034;"Krajenka - urban area (4)";3081;583;89;370;
3031035;"Krajenka - rural area (5)";3232;507;120;486;
3031042;"Lipka (2)";4576;533;177;879;
3031053;"Okonek (3)";6962;799;283;1403;
3031054;"Okonek - urban area (4)";3169;436;126;515;
3031055;"Okonek - rural area (5)";3793;363;157;888;
3031062;"Tarnówka (2)";2502;284;119;439;
3031072;"Zakrzewo (2)";4159;566;169;678;
3031082;"Złotów (2)";8103;1014;343;1600;
3061000;"City with powiat status Kalisz";84677;21306;2422;9191;
3061011;"Kalisz (1)";84677;21306;2422;9191;
3062000;"City with powiat status Konin";62140;15432;1579;6349;
3062011;"Konin (1)";62140;15432;1579;6349;
3063000;"City with powiat status Leszno";53859;14078;1481;4387;
3063011;"Leszno (1)";53859;14078;1481;4387;
3064000;"City with powiat status Poznań";482205;189773;10753;30623;
3064011;"Poznań (1)";482205;189773;10753;30623;
3200000;"ZACHODNIOPOMORSKIE";1448238;327828;44202;187476;
3201000;"Powiat białogardzki";39670;6022;1422;6596;
3201011;"Białogard (1)";20367;3799;621;2549;
3201022;"Białogard (2)";6361;636;271;1430;
3201033;"Karlino (3)";7487;932;303;1464;
3201034;"Karlino - urban area (4)";4844;679;200;793;
3201035;"Karlino - rural area (5)";2643;253;103;671;
3201043;"Tychowo (3)";5455;655;227;1153;
3201044;"Tychowo - urban area (4)";2008;363;68;290;
3201045;"Tychowo - rural area (5)";3447;292;159;863;
3202000;"Powiat choszczeński";39739;5955;1370;7574;
3202012;"Bierzwnik (2)";3848;466;139;911;
3202023;"Choszczno (3)";18019;3436;566;2453;
3202024;"Choszczno - urban area (4)";12715;2762;351;1372;
3202025;"Choszczno - rural area (5)";5304;674;215;1081;
3202033;"Drawno (3)";4171;581;147;842;
3202034;"Drawno - urban area (4)";1937;353;63;286;
3202035;"Drawno - rural area (5)";2234;228;84;556;
3202042;"Krzęcin (2)";2923;287;85;746;
3202053;"Pełczyce (3)";6330;647;256;1617;
3202054;"Pełczyce - urban area (4)";2164;329;59;416;
3202055;"Pełczyce - rural area (5)";4166;318;197;1201;
3202063;"Recz (3)";4448;538;177;1005;
3202064;"Recz - urban area (4)";2409;400;83;373;
3202065;"Recz - rural area (5)";2039;138;94;632;
3203000;"Powiat drawski";47487;7429;1713;7309;
3203013;"Czaplinek (3)";9836;1459;350;1581;
3203014;"Czaplinek - urban area (4)";5974;1059;182;788;
3203015;"Czaplinek - rural area (5)";3862;400;168;793;
3203023;"Drawsko Pomorskie (3)";14600;2577;495;2092;
3203024;"Drawsko Pomorskie - urban area (4)";9985;2051;329;1072;
3203025;"Drawsko Pomorskie - rural area (5)";4615;526;166;1020;
3203033;"Kalisz Pomorski (3)";5901;834;303;1092;
3203034;"Kalisz Pomorski - urban area (4)";3552;596;165;568;
3203035;"Kalisz Pomorski - rural area (5)";2349;238;138;524;
3203052;"Wierzchowo (2)";3577;426;147;763;
3203063;"Złocieniec (3)";13573;2133;418;1781;
3203064;"Złocieniec - urban area (4)";10732;1810;321;1240;
3203065;"Złocieniec - rural area (5)";2841;323;97;541;
3204000;"Powiat goleniowski";70693;12978;2560;10505;
3204023;"Goleniów (3)";31710;7369;1036;3769;
3204024;"Goleniów - urban area (4)";19302;4339;574;2139;
3204025;"Goleniów - rural area (5)";12408;3030;462;1630;
3204033;"Maszewo (3)";7273;867;304;1312;
3204034;"Maszewo - urban area (4)";2835;406;118;424;
3204035;"Maszewo - rural area (5)";4438;461;186;888;
3204043;"Nowogard (3)";20798;3441;744;3232;
3204044;"Nowogard - urban area (4)";14215;2694;430;1819;
3204045;"Nowogard - rural area (5)";6583;747;314;1413;
3204052;"Osina (2)";2534;321;111;509;
3204062;"Przybiernów (2)";4248;512;208;879;
3204073;"Stepnica (3)";4130;468;157;804;
3204074;"Stepnica - urban area (4)";2137;293;64;343;
3204075;"Stepnica - rural area (5)";1993;175;93;461;
3205000;"Powiat gryficki";50343;8331;1571;7429;
3205012;"Brojce (2)";2977;300;114;590;
3205023;"Gryfice (3)";20118;3841;611;2668;
3205024;"Gryfice - urban area (4)";13915;2929;383;1570;
3205025;"Gryfice - rural area (5)";6203;912;228;1098;
3205032;"Karnice (2)";3347;434;104;667;
3205043;"Płoty (3)";7241;939;288;1298;
3205044;"Płoty - urban area (4)";3365;606;120;462;
3205045;"Płoty - rural area (5)";3876;333;168;836;
3205072;"Rewal (2)";3257;766;90;349;
3205083;"Trzebiatów (3)";13403;2051;364;1857;
3205084;"Trzebiatów - urban area (4)";8395;1385;206;1028;
3205085;"Trzebiatów - rural area (5)";5008;666;158;829;
3206000;"Powiat gryfiński";68588;11195;2166;11769;
3206012;"Banie (2)";5152;529;182;1191;
3206023;"Cedynia (3)";3572;371;134;791;
3206024;"Cedynia - urban area (4)";1325;162;52;236;
3206025;"Cedynia - rural area (5)";2247;209;82;555;
3206033;"Chojna (3)";11658;1876;314;1964;
3206034;"Chojna - urban area (4)";6372;1380;168;754;
3206035;"Chojna - rural area (5)";5286;496;146;1210;
3206043;"Gryfino (3)";26836;5652;802;3638;
3206044;"Gryfino - urban area (4)";17777;4077;450;1967;
3206045;"Gryfino - rural area (5)";9059;1575;352;1671;
3206053;"Mieszkowice (3)";5795;779;233;1050;
3206054;"Mieszkowice - urban area (4)";2998;495;110;415;
3206055;"Mieszkowice - rural area (5)";2797;284;123;635;
3206063;"Moryń (3)";3597;501;109;700;
3206064;"Moryń - urban area (4)";1413;291;37;198;
3206065;"Moryń - rural area (5)";2184;210;72;502;
3206072;"Stare Czarnowo (2)";3223;475;102;631;
3206083;"Trzcińsko-Zdrój (3)";4335;499;141;822;
3206084;"Trzcińsko-Zdrój - urban area (4)";1942;258;59;291;
3206085;"Trzcińsko-Zdrój - rural area (5)";2393;241;82;531;
3206092;"Widuchowa (2)";4420;513;149;982;
3207000;"Powiat kamieński";39884;6682;1299;6232;
3207013;"Dziwnów (3)";3328;710;80;340;
3207014;"Dziwnów - urban area (4)";2201;462;55;237;
3207015;"Dziwnów - rural area (5)";1127;248;25;103;
3207023;"Golczewo (3)";4912;706;171;872;
3207024;"Golczewo - urban area (4)";2239;431;66;314;
3207025;"Golczewo - rural area (5)";2673;275;105;558;
3207033;"Kamień Pomorski (3)";12238;2168;356;1840;
3207034;"Kamień Pomorski - urban area (4)";7672;1581;190;920;
3207035;"Kamień Pomorski - rural area (5)";4566;587;166;920;
3207043;"Międzyzdroje (3)";5533;1206;176;562;
3207044;"Międzyzdroje - urban area (4)";4541;986;138;453;
3207045;"Międzyzdroje - rural area (5)";992;220;38;109;
3207052;"Świerzno (2)";3499;435;133;796;
3207063;"Wolin (3)";10374;1457;383;1822;
3207064;"Wolin - urban area (4)";4148;689;132;590;
3207065;"Wolin - rural area (5)";6226;768;251;1232;
3208000;"Powiat kołobrzeski";68419;14368;1980;8071;
3208011;"Kołobrzeg (1)";39671;9504;919;3656;
3208022;"Dygowo (2)";4693;581;171;854;
3208033;"Gościno (3)";4483;590;221;756;
3208034;"Gościno - urban area (4)";2217;391;99;294;
3208035;"Gościno - rural area (5)";2266;199;122;462;
3208042;"Kołobrzeg (2)";9730;2295;270;1193;
3208052;"Rymań (2)";3229;310;147;645;
3208062;"Siemyśl (2)";3344;478;135;599;
3208072;"Ustronie Morskie (2)";3269;610;117;368;
3209000;"Powiat koszaliński";57314;10459;2311;9291;
3209012;"Będzino (2)";7369;1172;274;1172;
3209022;"Biesiekierz (2)";6323;1634;228;840;
3209033;"Bobolice (3)";7398;882;315;1652;
3209034;"Bobolice - urban area (4)";3402;544;108;564;
3209035;"Bobolice - rural area (5)";3996;338;207;1088;
3209042;"Manowo (2)";5887;1211;232;831;
3209053;"Mielno (3)";4308;914;121;504;
3209054;"Mielno - urban area (4)";2586;568;64;303;
3209055;"Mielno - rural area (5)";1722;346;57;201;
3209063;"Polanów (3)";7206;924;317;1559;
3209064;"Polanów - urban area (4)";2501;447;93;382;
3209065;"Polanów - rural area (5)";4705;477;224;1177;
3209073;"Sianów (3)";12030;1883;523;1894;
3209074;"Sianów - urban area (4)";5621;890;245;789;
3209075;"Sianów - rural area (5)";6409;993;278;1105;
3209082;"Świeszyno (2)";6793;1839;301;839;
3210000;"Powiat myśliborski";55563;8760;1798;8872;
3210013;"Barlinek (3)";16302;2863;540;2518;
3210014;"Barlinek - urban area (4)";11713;2163;377;1629;
3210015;"Barlinek - rural area (5)";4589;700;163;889;
3210022;"Boleszkowice (2)";2426;321;105;388;
3210033;"Dębno (3)";17223;2773;557;2602;
3210034;"Dębno - urban area (4)";11602;2131;353;1507;
3210035;"Dębno - rural area (5)";5621;642;204;1095;
3210043;"Myślibórz (3)";16762;2491;504;2716;
3210044;"Myślibórz - urban area (4)";9522;1701;253;1268;
3210045;"Myślibórz - rural area (5)";7240;790;251;1448;
3210052;"Nowogródek Pomorski (2)";2850;312;92;648;
3211000;"Powiat policki";70433;22562;2108;7004;
3211012;"Dobra (Szczecińska) (2)";22466;10534;622;1746;
3211022;"Kołbaskowo (2)";11853;4457;380;1109;
3211033;"Nowe Warpno (3)";1388;294;36;206;
3211034;"Nowe Warpno - urban area (4)";992;212;25;152;
3211035;"Nowe Warpno - rural area (5)";396;82;11;54;
3211043;"Police (3)";34726;7277;1070;3943;
3211044;"Police - urban area (4)";26891;5239;825;3030;
3211045;"Police - rural area (5)";7835;2038;245;913;
3212000;"Powiat pyrzycki";32576;4861;1047;5900;
3212012;"Bielice (2)";2597;308;91;543;
3212022;"Kozielice (2)";2087;225;67;463;
3212033;"Lipiany (3)";4930;600;144;847;
3212034;"Lipiany - urban area (4)";3382;450;96;501;
3212035;"Lipiany - rural area (5)";1548;150;48;346;
3212042;"Przelewice (2)";4036;420;144;988;
3212053;"Pyrzyce (3)";16161;2998;499;2518;
3212054;"Pyrzyce - urban area (4)";10592;2287;296;1330;
3212055;"Pyrzyce - rural area (5)";5569;711;203;1188;
3212062;"Warnice (2)";2765;310;102;541;
3213000;"Powiat sławieński";47132;7313;1630;7596;
3213011;"Darłowo (1)";11628;2283;318;1519;
3213021;"Sławno (1)";10516;2030;324;1262;
3213032;"Darłowo (2)";6617;869;221;1217;
3213042;"Malechowo (2)";5282;614;268;1021;
3213052;"Postomino (2)";5807;650;236;1175;
3213062;"Sławno (2)";7282;867;263;1402;
3214000;"Powiat stargardzki";103146;21375;3308;13926;
3214011;"Stargard (1)";59032;14122;1570;6134;
3214023;"Chociwel (3)";4802;637;178;852;
3214024;"Chociwel - urban area (4)";2599;419;84;327;
3214025;"Chociwel - rural area (5)";2203;218;94;525;
3214033;"Dobrzany (3)";4027;474;149;835;
3214034;"Dobrzany - urban area (4)";1942;312;46;333;
3214035;"Dobrzany - rural area (5)";2085;162;103;502;
3214042;"Dolice (2)";6281;632;330;1230;
3214053;"Ińsko (3)";2793;337;139;570;
3214054;"Ińsko - urban area (4)";1612;228;73;276;
3214055;"Ińsko - rural area (5)";1181;109;66;294;
3214062;"Kobylanka (2)";5166;1673;151;512;
3214082;"Marianowo (2)";2549;324;121;501;
3214092;"Stara Dąbrowa (2)";3043;302;133;720;
3214102;"Stargard (2)";11907;2458;419;1870;
3214113;"Suchań (3)";3546;416;118;702;
3214114;"Suchań - urban area (4)";1211;185;39;211;
3214115;"Suchań - rural area (5)";2335;231;79;491;
3215000;"Powiat szczecinecki";64968;11516;2245;9846;
3215011;"Szczecinek (1)";33766;7455;1018;3684;
3215023;"Barwice (3)";6976;811;279;1450;
3215024;"Barwice - urban area (4)";3110;465;99;490;
3215025;"Barwice - rural area (5)";3866;346;180;960;
3215033;"Biały Bór (3)";4347;619;164;887;
3215034;"Biały Bór - urban area (4)";1837;366;57;257;
3215035;"Biały Bór - rural area (5)";2510;253;107;630;
3215043;"Borne Sulinowo (3)";8342;1301;283;1325;
3215044;"Borne Sulinowo - urban area (4)";4496;799;129;570;
3215045;"Borne Sulinowo - rural area (5)";3846;502;154;755;
3215052;"Grzmiąca (2)";3869;401;152;892;
3215062;"Szczecinek (2)";7668;929;349;1608;
3216000;"Powiat świdwiński";38924;5844;1304;6314;
3216011;"Świdwin (1)";13013;2541;422;1519;
3216022;"Brzeżno (2)";2294;230;82;530;
3216033;"Połczyn-Zdrój (3)";12445;1940;344;1942;
3216034;"Połczyn-Zdrój - urban area (4)";6722;1197;168;829;
3216035;"Połczyn-Zdrój - rural area (5)";5723;743;176;1113;
3216042;"Rąbino (2)";2965;252;133;664;
3216052;"Sławoborze (2)";3432;386;151;687;
3216062;"Świdwin (2)";4775;495;172;972;
3217000;"Powiat wałecki";44491;8113;1621;6436;
3217011;"Wałcz (1)";21341;5053;633;2025;
3217023;"Człopa (3)";4041;511;167;773;
3217024;"Człopa - urban area (4)";1954;302;65;294;
3217025;"Człopa - rural area (5)";2087;209;102;479;
3217033;"Mirosławiec (3)";4623;667;224;752;
3217034;"Mirosławiec - urban area (4)";2608;460;114;372;
3217035;"Mirosławiec - rural area (5)";2015;207;110;380;
3217043;"Tuczno (3)";3982;492;165;832;
3217044;"Tuczno - urban area (4)";1606;287;60;210;
3217045;"Tuczno - rural area (5)";2376;205;105;622;
3217052;"Wałcz (2)";10504;1390;432;2054;
3218000;"Powiat łobeski";30007;3920;1165;5685;
3218013;"Dobra (3)";3487;324;141;697;
3218014;"Dobra - urban area (4)";1811;221;73;287;
3218015;"Dobra - rural area (5)";1676;103;68;410;
3218023;"Łobez (3)";11557;1843;389;1834;
3218024;"Łobez - urban area (4)";8610;1563;262;1111;
3218025;"Łobez - rural area (5)";2947;280;127;723;
3218032;"Radowo Małe (2)";2877;311;128;721;
3218043;"Resko (3)";6483;832;265;1163;
3218044;"Resko - urban area (4)";3565;561;108;518;
3218045;"Resko - rural area (5)";2918;271;157;645;
3218053;"Węgorzyno (3)";5603;610;242;1270;
3218054;"Węgorzyno - urban area (4)";2314;330;88;369;
