"Code";"Name";"registrations of departure, total;total;2021;[person]";"registrations of departure, total;total;2022;[person]";"registrations of departure, total;total;2023;[person]";
3209053;"Mielno (3)";111;84;108;
3209054;"Mielno - urban area (4)";75;49;72;
3209055;"Mielno - rural area (5)";36;35;36;
3209063;"Polanów (3)";135;126;124;
3209064;"Polanów - urban area (4)";41;43;31;
3209065;"Polanów - rural area (5)";94;83;93;
3209073;"Sianów (3)";244;175;203;
3209074;"Sianów - urban area (4)";102;80;76;
3209075;"Sianów - rural area (5)";142;95;127;
3209082;"Świeszyno (2)";152;115;155;
3210000;"Powiat myśliborski";852;780;815;
3210013;"Barlinek (3)";255;244;254;
3210014;"Barlinek - urban area (4)";178;153;187;
3210015;"Barlinek - rural area (5)";77;91;67;
3210022;"Boleszkowice (2)";29;32;48;
3210033;"Dębno (3)";275;247;206;
3210034;"Dębno - urban area (4)";153;146;124;
3210035;"Dębno - rural area (5)";122;101;82;
3210043;"Myślibórz (3)";250;226;268;
3210044;"Myślibórz - urban area (4)";116;112;148;
3210045;"Myślibórz - rural area (5)";134;114;120;
3210052;"Nowogródek Pomorski (2)";43;31;39;
3211000;"Powiat policki";1070;1138;1100;
3211012;"Dobra (Szczecińska) (2)";371;330;314;
3211022;"Kołbaskowo (2)";215;285;268;
3211033;"Nowe Warpno (3)";26;27;21;
3211034;"Nowe Warpno - urban area (4)";22;18;15;
3211035;"Nowe Warpno - rural area (5)";4;9;6;
3211043;"Police (3)";458;496;497;
3211044;"Police - urban area (4)";375;381;391;
3211045;"Police - rural area (5)";83;115;106;
3212000;"Powiat pyrzycki";526;537;500;
3212012;"Bielice (2)";33;42;33;
3212022;"Kozielice (2)";40;41;43;
3212033;"Lipiany (3)";79;79;74;
3212034;"Lipiany - urban area (4)";47;34;38;
3212035;"Lipiany - rural area (5)";32;45;36;
3212042;"Przelewice (2)";81;91;52;
3212053;"Pyrzyce (3)";220;207;249;
3212054;"Pyrzyce - urban area (4)";131;144;169;
3212055;"Pyrzyce - rural area (5)";89;63;80;
3212062;"Warnice (2)";73;77;49;
3213000;"Powiat sławieński";710;775;739;
3213011;"Darłowo (1)";173;209;199;
3213021;"Sławno (1)";145;150;143;
3213032;"Darłowo (2)";106;86;91;
3213042;"Malechowo (2)";67;103;84;
3213052;"Postomino (2)";121;91;90;
3213062;"Sławno (2)";98;136;132;
3214000;"Powiat stargardzki";1568;1501;1707;
3214011;"Stargard (1)";763;751;864;
3214023;"Chociwel (3)";67;101;84;
3214024;"Chociwel - urban area (4)";41;54;34;
3214025;"Chociwel - rural area (5)";26;47;50;
3214033;"Dobrzany (3)";67;66;82;
3214034;"Dobrzany - urban area (4)";21;18;41;
3214035;"Dobrzany - rural area (5)";46;48;41;
3214042;"Dolice (2)";128;93;118;
3214053;"Ińsko (3)";64;61;48;
3214054;"Ińsko - urban area (4)";40;27;21;
3214055;"Ińsko - rural area (5)";24;34;27;
3214062;"Kobylanka (2)";81;64;85;
3214082;"Marianowo (2)";54;51;56;
3214092;"Stara Dąbrowa (2)";53;63;54;
3214102;"Stargard (2)";223;194;254;
3214113;"Suchań (3)";68;57;62;
3214114;"Suchań - urban area (4)";29;13;18;
3214115;"Suchań - rural area (5)";39;44;44;
3215000;"Powiat szczecinecki";1080;982;1005;
3215011;"Szczecinek (1)";370;393;396;
3215023;"Barwice (3)";116;138;125;
3215024;"Barwice - urban area (4)";39;49;49;
3215025;"Barwice - rural area (5)";77;89;76;
3215033;"Biały Bór (3)";98;75;62;
3215034;"Biały Bór - urban area (4)";33;28;23;
3215035;"Biały Bór - rural area (5)";65;47;39;
3215043;"Borne Sulinowo (3)";218;155;201;
3215044;"Borne Sulinowo - urban area (4)";124;88;112;
3215045;"Borne Sulinowo - rural area (5)";94;67;89;
3215052;"Grzmiąca (2)";109;81;69;
3215062;"Szczecinek (2)";169;140;152;
3216000;"Powiat świdwiński";747;624;599;
3216011;"Świdwin (1)";237;204;189;
3216022;"Brzeżno (2)";64;39;31;
3216033;"Połczyn-Zdrój (3)";225;189;186;
3216034;"Połczyn-Zdrój - urban area (4)";106;92;105;
3216035;"Połczyn-Zdrój - rural area (5)";119;97;81;
3216042;"Rąbino (2)";73;39;56;
3216052;"Sławoborze (2)";57;47;58;
3216062;"Świdwin (2)";91;106;79;
3217000;"Powiat wałecki";748;652;662;
3217011;"Wałcz (1)";319;261;317;
3217023;"Człopa (3)";78;72;69;
3217024;"Człopa - urban area (4)";38;30;36;
3217025;"Człopa - rural area (5)";40;42;33;
3217033;"Mirosławiec (3)";87;63;62;
3217034;"Mirosławiec - urban area (4)";43;27;25;
3217035;"Mirosławiec - rural area (5)";44;36;37;
3217043;"Tuczno (3)";95;70;51;
3217044;"Tuczno - urban area (4)";41;29;17;
3217045;"Tuczno - rural area (5)";54;41;34;
3217052;"Wałcz (2)";169;186;163;
3218000;"Powiat łobeski";594;460;526;
3218013;"Dobra (3)";105;61;63;
3218014;"Dobra - urban area (4)";59;22;24;
3218015;"Dobra - rural area (5)";46;39;39;
3218023;"Łobez (3)";184;163;178;
3218024;"Łobez - urban area (4)";123;105;116;
3218025;"Łobez - rural area (5)";61;58;62;
3218032;"Radowo Małe (2)";51;41;64;
3218043;"Resko (3)";133;107;124;
3218044;"Resko - urban area (4)";62;61;57;
3218045;"Resko - rural area (5)";71;46;67;
3218053;"Węgorzyno (3)";121;88;97;
3218054;"Węgorzyno - urban area (4)";47;36;40;
3218055;"Węgorzyno - rural area (5)";74;52;57;
3261000;"City with powiat status Koszalin";1269;1109;1159;
3261011;"Koszalin (1)";1269;1109;1159;
3262000;"City with powiat status Szczecin";3908;3700;3662;
3262011;"Szczecin (1)";3908;3700;3662;
3263000;"City with powiat status Świnoujście";394;417;421;
3263011;"Świnoujście (1)";394;417;421;
